2.406902e+002	1.477245e+004	6.795089e+003	5.651293e+003	1.307417e+004	1.866254e+004	1.485450e+004	6.843397e+003	5.647283e+003	1.307247e+004	1.861414e+004	
2.414719e+002	1.512974e+004	6.933474e+003	5.772464e+003	1.346902e+004	1.918519e+004	1.521389e+004	6.967549e+003	5.789305e+003	1.343609e+004	1.913289e+004	
2.422536e+002	1.550817e+004	7.045347e+003	5.912328e+003	1.387589e+004	1.974915e+004	1.557241e+004	7.083230e+003	5.945809e+003	1.388900e+004	1.965336e+004	
2.430352e+002	1.597137e+004	7.204571e+003	6.097447e+003	1.439587e+004	2.040170e+004	1.602569e+004	7.274823e+003	6.115089e+003	1.434003e+004	2.033811e+004	
2.438168e+002	1.641496e+004	7.381077e+003	6.257150e+003	1.486981e+004	2.105954e+004	1.650139e+004	7.412344e+003	6.261761e+003	1.485270e+004	2.100945e+004	
2.445983e+002	1.680041e+004	7.464881e+003	6.423063e+003	1.528798e+004	2.159688e+004	1.690874e+004	7.520399e+003	6.398105e+003	1.528348e+004	2.154600e+004	
2.453798e+002	1.700101e+004	7.512231e+003	6.470522e+003	1.549894e+004	2.194309e+004	1.707383e+004	7.543998e+003	6.461903e+003	1.552926e+004	2.185433e+004	
2.461612e+002	1.717528e+004	7.522278e+003	6.535899e+003	1.578011e+004	2.227937e+004	1.721309e+004	7.543222e+003	6.530987e+003	1.575279e+004	2.221230e+004	
2.469426e+002	1.751615e+004	7.592225e+003	6.655673e+003	1.622329e+004	2.281042e+004	1.760476e+004	7.644334e+003	6.662889e+003	1.619858e+004	2.278034e+004	
2.477239e+002	1.812012e+004	7.801360e+003	6.855124e+003	1.684980e+004	2.368816e+004	1.821093e+004	7.843247e+003	6.889501e+003	1.685910e+004	2.363639e+004	
2.485052e+002	1.880926e+004	8.032957e+003	7.115526e+003	1.758769e+004	2.472286e+004	1.888956e+004	8.050993e+003	7.144891e+003	1.761159e+004	2.462722e+004	
2.492865e+002	1.918532e+004	8.133633e+003	7.272042e+003	1.804301e+004	2.530085e+004	1.923471e+004	8.139946e+003	7.275950e+003	1.803691e+004	2.522270e+004	
2.500677e+002	1.896390e+004	7.944026e+003	7.166888e+003	1.792538e+004	2.514273e+004	1.903840e+004	7.959458e+003	7.181119e+003	1.794248e+004	2.502461e+004	
2.508488e+002	1.863449e+004	7.736175e+003	7.044094e+003	1.779404e+004	2.480673e+004	1.871649e+004	7.781669e+003	7.060029e+003	1.780084e+004	2.475516e+004	
2.516299e+002	1.849752e+004	7.602823e+003	7.009343e+003	1.778496e+004	2.476089e+004	1.854972e+004	7.636593e+003	7.033195e+003	1.778796e+004	2.468853e+004	
2.524110e+002	1.849409e+004	7.539363e+003	6.992480e+003	1.791665e+004	2.494344e+004	1.860749e+004	7.556099e+003	7.009517e+003	1.790275e+004	2.484960e+004	
2.531920e+002	1.862104e+004	7.495621e+003	7.048955e+003	1.812102e+004	2.519612e+004	1.872984e+004	7.551539e+003	7.046349e+003	1.811912e+004	2.515385e+004	
2.539730e+002	1.882491e+004	7.516039e+003	7.111166e+003	1.842851e+004	2.554166e+004	1.890391e+004	7.520348e+003	7.105854e+003	1.840231e+004	2.551828e+004	
2.547539e+002	1.889158e+004	7.449673e+003	7.136697e+003	1.858969e+004	2.573520e+004	1.893928e+004	7.466208e+003	7.152732e+003	1.860189e+004	2.566735e+004	
2.555348e+002	1.888218e+004	7.381126e+003	7.122867e+003	1.870209e+004	2.582434e+004	1.889008e+004	7.381828e+003	7.139002e+003	1.867739e+004	2.577867e+004	
2.563157e+002	1.891748e+004	7.319795e+003	7.133791e+003	1.887989e+004	2.602041e+004	1.897858e+004	7.352265e+003	7.147521e+003	1.888259e+004	2.596415e+004	
2.570965e+002	1.899835e+004	7.250821e+003	7.170646e+003	1.910555e+004	2.626300e+004	1.906705e+004	7.273169e+003	7.190089e+003	1.907935e+004	2.620964e+004	
2.578772e+002	1.915285e+004	7.269161e+003	7.240599e+003	1.937993e+004	2.665782e+004	1.927174e+004	7.286198e+003	7.236691e+003	1.938762e+004	2.655250e+004	
2.586579e+002	1.936257e+004	7.304788e+003	7.320923e+003	1.971093e+004	2.704638e+004	1.949496e+004	7.289154e+003	7.340966e+003	1.968693e+004	2.698482e+004	
2.594386e+002	1.957833e+004	7.297848e+003	7.408486e+003	2.006674e+004	2.747123e+004	1.968911e+004	7.306166e+003	7.440153e+003	2.007654e+004	2.740958e+004	
2.602192e+002	1.989118e+004	7.332222e+003	7.501884e+003	2.048655e+004	2.797714e+004	2.000506e+004	7.354570e+003	7.533752e+003	2.047415e+004	2.788611e+004	
2.609998e+002	2.028320e+004	7.407985e+003	7.635366e+003	2.099721e+004	2.863663e+004	2.040087e+004	7.419910e+003	7.687575e+003	2.100281e+004	2.856868e+004	
2.617803e+002	2.052507e+004	7.428353e+003	7.744918e+003	2.135132e+004	2.905582e+004	2.062544e+004	7.455811e+003	7.765661e+003	2.134802e+004	2.905642e+004	
2.625607e+002	2.047915e+004	7.322300e+003	7.707415e+003	2.135459e+004	2.909266e+004	2.052784e+004	7.372608e+003	7.729361e+003	2.135829e+004	2.904040e+004	
2.633412e+002	2.025618e+004	7.181571e+003	7.638647e+003	2.125600e+004	2.886752e+004	2.027538e+004	7.217649e+003	7.635741e+003	2.123940e+004	2.880247e+004	
2.641216e+002	2.013600e+004	7.069525e+003	7.569702e+003	2.118102e+004	2.879957e+004	2.019099e+004	7.100293e+003	7.592350e+003	2.124710e+004	2.875540e+004	
2.649019e+002	2.009434e+004	7.004707e+003	7.552792e+003	2.127732e+004	2.888912e+004	2.014173e+004	7.032468e+003	7.604400e+003	2.123523e+004	2.877351e+004	
2.656822e+002	2.008064e+004	6.952190e+003	7.565318e+003	2.140647e+004	2.892609e+004	2.015762e+004	6.955598e+003	7.589168e+003	2.137868e+004	2.886494e+004	
2.664624e+002	2.012666e+004	6.880656e+003	7.569753e+003	2.147597e+004	2.908190e+004	2.020234e+004	6.912828e+003	7.579674e+003	2.149427e+004	2.901005e+004	
2.672426e+002	2.021056e+004	6.868954e+003	7.603949e+003	2.165783e+004	2.928566e+004	2.026715e+004	6.889801e+003	7.606555e+003	2.161954e+004	2.919843e+004	
2.680228e+002	2.027555e+004	6.853720e+003	7.631507e+003	2.183076e+004	2.950888e+004	2.037853e+004	6.869556e+003	7.667683e+003	2.183066e+004	2.942674e+004	
2.688029e+002	2.035738e+004	6.821298e+003	7.665729e+003	2.199625e+004	2.966890e+004	2.043077e+004	6.839539e+003	7.678255e+003	2.198095e+004	2.960086e+004	
2.695830e+002	2.043244e+004	6.773966e+003	7.712201e+003	2.213936e+004	2.985293e+004	2.046723e+004	6.795314e+003	7.702781e+003	2.213616e+004	2.979398e+004	
2.703630e+002	2.048440e+004	6.775645e+003	7.734622e+003	2.229227e+004	3.001368e+004	2.056698e+004	6.784264e+003	7.747248e+003	2.230736e+004	3.000259e+004	
2.711430e+002	2.048175e+004	6.737909e+003	7.751907e+003	2.240466e+004	3.012503e+004	2.055033e+004	6.749535e+003	7.763732e+003	2.240187e+004	3.004930e+004	
2.719229e+002	2.053756e+004	6.709069e+003	7.773778e+003	2.260950e+004	3.029852e+004	2.059155e+004	6.718090e+003	7.803740e+003	2.263069e+004	3.024277e+004	
2.727028e+002	2.063471e+004	6.689600e+003	7.819247e+003	2.271262e+004	3.046147e+004	2.068720e+004	6.706739e+003	7.842395e+003	2.272672e+004	3.043139e+004	
2.734826e+002	2.067495e+004	6.654370e+003	7.878919e+003	2.290978e+004	3.065317e+004	2.076123e+004	6.697869e+003	7.890543e+003	2.290098e+004	3.060460e+004	
2.742624e+002	2.079414e+004	6.665319e+003	7.942674e+003	2.309640e+004	3.083364e+004	2.085752e+004	6.697392e+003	7.959107e+003	2.316037e+004	3.078598e+004	
2.750422e+002	2.081239e+004	6.675292e+003	7.992826e+003	2.330684e+004	3.101785e+004	2.090906e+004	6.695939e+003	8.030201e+003	2.332643e+004	3.101435e+004	
2.758219e+002	2.092898e+004	6.652866e+003	8.067702e+003	2.347967e+004	3.123750e+004	2.096547e+004	6.701076e+003	8.099666e+003	2.345159e+004	3.117905e+004	
2.766015e+002	2.103834e+004	6.688948e+003	8.168803e+003	2.368686e+004	3.141006e+004	2.107693e+004	6.706588e+003	8.197961e+003	2.370945e+004	3.136420e+004	
2.773812e+002	2.116915e+004	6.726784e+003	8.260635e+003	2.389009e+004	3.161565e+004	2.115386e+004	6.742420e+003	8.267649e+003	2.387650e+004	3.158198e+004	
2.781607e+002	2.124403e+004	6.742721e+003	8.321555e+003	2.409008e+004	3.179032e+004	2.126932e+004	6.748634e+003	8.346604e+003	2.411326e+004	3.181580e+004	
2.789402e+002	2.137676e+004	6.764144e+003	8.433849e+003	2.431352e+004	3.203080e+004	2.139175e+004	6.785392e+003	8.463105e+003	2.431691e+004	3.202141e+004	
2.797197e+002	2.146363e+004	6.804535e+003	8.534041e+003	2.458115e+004	3.231998e+004	2.153150e+004	6.826484e+003	8.558989e+003	2.461623e+004	3.230419e+004	
2.804991e+002	2.163616e+004	6.881708e+003	8.665391e+003	2.482469e+004	3.264723e+004	2.167125e+004	6.896241e+003	8.678315e+003	2.485747e+004	3.256958e+004	
2.812785e+002	2.179100e+004	6.910172e+003	8.783512e+003	2.508312e+004	3.290782e+004	2.183718e+004	6.949559e+003	8.804050e+003	2.513059e+004	3.289983e+004	
2.820579e+002	2.195838e+004	7.004732e+003	8.930233e+003	2.538217e+004	3.327220e+004	2.203045e+004	7.000122e+003	8.950370e+003	2.545183e+004	3.321095e+004	
2.828372e+002	2.214626e+004	7.064614e+003	9.080957e+003	2.571490e+004	3.356453e+004	2.224721e+004	7.087765e+003	9.093981e+003	2.573038e+004	3.358692e+004	
2.836164e+002	2.236208e+004	7.148423e+003	9.216424e+003	2.599292e+004	3.390341e+004	2.242526e+004	7.144815e+003	9.240967e+003	2.606607e+004	3.389851e+004	
2.843956e+002	2.257579e+004	7.202741e+003	9.376906e+003	2.634407e+004	3.422817e+004	2.262286e+004	7.233809e+003	9.413870e+003	2.638984e+004	3.420619e+004	
2.851748e+002	2.273536e+004	7.269837e+003	9.514895e+003	2.667798e+004	3.459816e+004	2.279653e+004	7.296595e+003	9.548853e+003	2.673254e+004	3.456519e+004	
2.859539e+002	2.292764e+004	7.337960e+003	9.685860e+003	2.702090e+004	3.493860e+004	2.297402e+004	7.352290e+003	9.721820e+003	2.710114e+004	3.498917e+004	
2.867330e+002	2.313071e+004	7.393553e+003	9.884864e+003	2.739589e+004	3.528104e+004	2.315450e+004	7.423918e+003	9.911908e+003	2.747013e+004	3.539906e+004	
2.875120e+002	2.324882e+004	7.439025e+003	1.002517e+004	2.772691e+004	3.559851e+004	2.328091e+004	7.478008e+003	1.007555e+004	2.775868e+004	3.561759e+004	
2.882910e+002	2.338692e+004	7.487704e+003	1.018890e+004	2.804014e+004	3.591028e+004	2.341691e+004	7.516265e+003	1.027604e+004	2.807991e+004	3.592967e+004	
2.890699e+002	2.342093e+004	7.515588e+003	1.039134e+004	2.834353e+004	3.619772e+004	2.345501e+004	7.519597e+003	1.044983e+004	2.843636e+004	3.617574e+004	
2.898488e+002	2.346886e+004	7.534478e+003	1.056696e+004	2.869590e+004	3.630301e+004	2.349184e+004	7.569252e+003	1.061593e+004	2.875026e+004	3.636587e+004	
2.906276e+002	2.344679e+004	7.543122e+003	1.075806e+004	2.890496e+004	3.649242e+004	2.347728e+004	7.541117e+003	1.079652e+004	2.901967e+004	3.644205e+004	
2.914064e+002	2.342880e+004	7.559656e+003	1.094263e+004	2.918694e+004	3.659045e+004	2.343440e+004	7.587515e+003	1.098539e+004	2.925059e+004	3.662114e+004	
2.921852e+002	2.337481e+004	7.565644e+003	1.114168e+004	2.938895e+004	3.668338e+004	2.343458e+004	7.587891e+003	1.118424e+004	2.942033e+004	3.673634e+004	
